culture_nom,type_culture,surface,days_late,total_days,storm_days,rain_days,heat_days,frost_days,high_hum_days,high_wind_days,avg_temp,avg_humidity,avg_wind,actual_quantite
Laurier-rose,Ornementales,156.88579165053162,0,56,0,1,2,0,1,0,21.877469321102662,61,24.84225907752895,459.19767863013107
Lentille,Légumes,22.486638850219308,0,80,0,2,4,0,5,0,17.234773710401896,76,30.828419974137027,6.564926304844868
Blé,Céréales,91.61187615120618,1,33,1,6,6,0,1,1,30.751701083782105,56,16.86752214678203,31.64889917929248
Framboise,Fruits,240.323217593093,0,63,0,1,1,0,5,3,16.07848475352941,98,17.161406806837455,609.4264957843349
Avoine,Céréales,96.25210236419592,0,14,0,3,1,0,8,1,15.392755977418425,41,7.264706745615101,30.1935902508175
Oignon,Légumes,260.2850243571828,0,50,1,0,5,0,3,1,19.4122271324575,61,20.81369943953736,744.2391126443191
Carottes,Légumes,476.4154669105514,1,18,0,2,4,2,10,0,13.481695700941417,54,7.539053301181944,1526.8244388070746
Maïs,Céréales,396.37438736626467,10,32,0,7,1,0,2,1,20.592751605096343,72,38.107116629183764,336.67726120814416
Pêche,Fruits,496.1777751745972,0,77,1,2,1,1,3,1,25.431444793992622,81,26.452121731035767,6847.778764136838
Maïs,Céréales,127.7495640793169,0,24,0,3,1,0,2,3,13.254115858091634,94,20.71195618739497,119.51261530974598
Maïs,Céréales,39.228564612747576,14,42,1,2,2,0,4,1,21.510603277416482,79,44.730158039234745,27.401888420108538
Pomme,Fruits,116.74384125914031,2,88,0,1,4,0,3,0,27.392094294887194,58,24.41075680171162,1361.3827196107916
Salades,Légumes,293.16747945845,0,15,2,3,3,0,6,0,29.99248435556723,35,26.47834673095567,922.9100564553074
Tomates,Légumes,92.48743864832718,0,63,0,3,0,0,6,0,18.083932080476433,55,22.48186594476696,732.1150805121215
Laurier-rose,Ornementales,84.76205113441105,0,15,1,2,2,0,4,1,20.33321616449034,41,32.52690597040092,214.99871280688646
Blé,Céréales,232.77434091938764,0,25,1,4,1,0,6,2,29.196140831690293,49,10.993290199480278,79.40144245352654
Oignon,Légumes,245.35263515222985,0,70,2,3,0,0,3,3,34.104176423353834,73,35.412966494140285,555.6825619738381
Riz,Céréales,21.03991766115887,21,11,0,2,2,0,6,1,22.418136274366542,76,11.95972478871909,6.971097254843551
Orange,Fruits,319.23845152678376,2,59,0,0,1,0,2,1,19.913878989067126,63,20.969961771382323,5134.182177004842
Orange,Fruits,427.8605551935483,7,30,1,3,1,1,4,0,11.493500004731661,53,28.73335312712291,6523.490193639789
Banane,Fruits,357.61298467662726,0,67,0,1,4,0,4,3,22.934950417841247,51,6.216982639469181,8362.547357579382
Pomme de terre,Légumes,351.86507587074385,1,47,0,1,1,0,2,0,21.134249781375793,71,2.134720416151545,1001.2007750635426
Pomme,Fruits,109.04585759692992,0,67,0,2,1,0,3,2,21.226550343595004,72,10.665774621993334,1278.1696295328306
Pêche,Fruits,317.8647865441355,0,21,0,5,4,0,2,2,21.88359528580105,71,30.668229301875186,3803.250685031153
Tomates,Légumes,181.93869116044263,0,83,0,3,4,0,2,0,25.43272090948782,64,23.660477974991785,1207.3511768909086
Fraise,Fruits,323.43747196289314,0,38,0,1,0,0,5,1,19.239454479136697,55,25.52189485434652,1053.1209732891652
Fraise,Fruits,438.3166969140361,10,50,0,4,2,0,6,0,19.49755718707558,41,15.349799088290244,1321.0836358041463
Orange,Fruits,102.98379495872108,0,24,2,4,1,0,5,0,22.05982231156735,80,40.774998319122865,2071.5527331368808
Maïs,Céréales,339.1528479372337,0,73,1,4,8,0,2,1,17.25691176084228,61,25.841949441760274,285.8996591812576
Salades,Légumes,229.79287697322775,21,14,1,3,0,0,5,0,17.608389904730423,43,27.707320674529214,350.136858009384
Salades,Légumes,146.53778118348922,0,76,1,3,1,1,1,2,14.6991812425894,79,29.20089514331829,358.6661945833964
Pomme,Fruits,115.88827566613631,0,72,0,7,3,0,2,0,32.79398666106849,33,17.191165408922206,2041.0693561407847
Blé,Céréales,233.2265714976678,0,41,0,2,2,0,4,0,22.770797174744647,50,18.76853594906375,55.27984754389909
Laurier-rose,Ornementales,170.41845924133446,1,49,0,3,1,0,0,1,18.42151954953441,80,19.982553425797985,432.8722581924078
Riz,Céréales,161.35555245256637,2,86,0,5,4,0,6,0,16.571199497567644,75,20.99009622702343,80.70213032056577
Lentille,Légumes,375.60947215543706,0,24,0,2,5,0,5,0,29.1920331823802,59,21.204556184112917,65.07918889379337
Jasmin,Ornementales,39.21290455685969,0,47,0,8,5,0,6,0,25.89057358488427,68,11.757252596491476,79.22445036555706
Rosier,Ornementales,145.0092276014956,1,51,1,5,2,0,4,2,14.885276718293994,55,7.275971420819582,721.2647965010343
Laurier-rose,Ornementales,213.49575570570863,5,81,0,2,0,1,3,2,13.569300747589036,46,25.343141282719813,516.7989880933551
Riz,Céréales,227.93432934198756,0,27,1,3,2,0,5,0,11.381220939273257,46,4.977725834207638,111.33714024739201
Maïs,Céréales,81.46295771348318,7,61,0,5,4,0,4,0,21.768375424738643,62,0.0,65.59877093651546
Oignon,Légumes,84.70053335687722,1,74,0,3,0,0,2,2,23.452378488278423,51,14.32983044918439,303.8033238860258
Salades,Légumes,431.54719770066305,0,72,1,4,1,1,5,1,17.25093819425379,64,46.84376606796336,1600.4718559128207
Pomme,Fruits,208.65466089476388,0,45,0,3,0,0,3,1,24.63844837361907,43,27.80058336130358,3238.144732284768
Rosier,Ornementales,239.85839268318634,3,71,0,4,3,0,2,0,22.344554648678113,76,25.803274459450172,1101.5298599205578
Salades,Légumes,331.0204593760287,14,52,0,5,2,0,4,1,18.80448289093395,56,22.55604585051493,872.0484170255185
Riz,Céréales,420.8657941936873,0,79,0,2,1,0,3,2,20.214451418678028,47,8.758897043471823,217.67982777107
Lentille,Légumes,219.37785153738116,2,44,0,4,2,0,5,2,20.37573747377334,63,24.16901239083839,53.11346301226102
Banane,Fruits,67.80284750412392,7,11,1,3,1,0,5,2,15.475848137656767,57,0.0,999.8432253331001
Riz,Céréales,397.275054694388,2,42,0,6,1,0,3,3,23.158658808728955,54,25.8796094641311,180.58406149442376
Carottes,Légumes,110.239245973815,5,85,0,1,0,0,6,0,20.66027755355035,30,15.847555309412126,331.0075194157149
Tomates,Légumes,416.2175326744006,3,31,0,2,2,0,4,2,30.985396816522815,62,17.24634190334228,3723.105071042257
Pomme,Fruits,368.59737898028067,14,56,0,1,0,0,3,1,20.808270447950047,51,30.255583557177005,2957.2766874638996
Salades,Légumes,307.9817275696624,7,89,2,3,1,1,7,1,26.2310819558205,58,22.436527250141634,793.7908531231243
Carottes,Légumes,306.6059298969611,14,88,0,1,2,0,4,0,10.745295303537068,43,37.21243837499543,844.2435793401335
Oignon,Légumes,182.03334797808347,0,67,0,0,3,2,7,0,16.565224380634127,58,21.078291474408548,503.4184431521016
Riz,Céréales,129.28791105579268,10,12,0,4,2,1,3,1,23.669140176174228,31,31.6301908083868,49.494479390145486
Jasmin,Ornementales,496.91557789711925,5,84,0,4,0,1,6,0,24.826904879980532,58,24.350053778034013,928.2396707430385
Oignon,Légumes,211.68303572195111,0,67,0,4,1,0,1,3,22.477517468996382,66,23.90930551844131,651.9769705345641
Rosier,Ornementales,467.6213957330781,14,89,1,2,3,1,4,0,22.018946336431032,51,17.764617584455223,1360.8722448826852
Avoine,Céréales,84.10412734087541,5,50,0,6,2,0,3,1,15.686846792041917,28,4.507372421712896,28.8342694582587
Maïs,Céréales,426.469181410924,0,21,0,2,2,1,3,0,16.12855875481027,60,24.629659995461303,317.4405534502632
Lentille,Légumes,99.72935246477115,0,38,0,3,2,0,3,3,11.375583826141344,83,21.35529463202997,26.43310891865138
Tomates,Légumes,468.8420183081602,0,58,1,4,2,0,6,0,25.703764483969366,40,13.694276084267798,3637.746150823107
Pêche,Fruits,163.27206071076188,21,89,0,5,1,0,2,1,19.31617115799118,53,12.315853985109673,1217.8250687687762
Tulipe,Ornementales,176.063905102427,0,63,0,4,2,0,6,1,29.134201653041124,65,16.46184152520333,1191.7984685782574
Avoine,Céréales,288.2363111075717,14,89,1,2,1,0,9,0,20.783358575412013,68,27.92412822211864,62.35793190163676
Pêche,Fruits,95.75957905274865,7,10,0,2,1,2,3,1,17.078910163846956,68,12.358434966937683,1170.765593918677
Salades,Légumes,196.27442146945182,21,19,2,1,0,0,9,2,17.028639789157275,48,34.927046072759744,349.32005892203387
Tulipe,Ornementales,157.10108260788982,0,42,0,2,2,0,4,3,15.133578783139367,73,15.280715642082459,1274.7379023418118
Laurier-rose,Ornementales,221.41717276764135,3,29,1,5,1,0,3,0,17.22695093674355,72,3.901488166680611,655.6836009079024
Pomme de terre,Légumes,66.94451296256813,3,41,1,2,2,0,6,2,30.38452091297541,36,25.538925587589624,289.08224459939845
Avoine,Céréales,343.41434887743134,2,76,0,2,0,1,5,1,26.178999545772772,61,30.949083645848315,92.19893684787957
Pomme de terre,Légumes,288.82691355875,0,47,1,1,2,0,1,1,32.32303128763367,57,35.80746708820308,1007.6173315834466
Riz,Céréales,72.02881249358538,0,45,0,5,1,0,5,2,33.84286621168246,44,21.13859618150524,40.7306419621039
Lentille,Légumes,356.40849569383744,0,83,0,2,1,1,5,1,17.423339986301283,68,10.387215776953381,67.47530155185089
Rosier,Ornementales,419.44784419887185,0,53,0,1,1,0,3,2,28.36609975935389,53,19.025391540317283,1974.4021195810587
Maïs,Céréales,489.0646933876402,0,49,0,3,1,0,4,3,19.921360967461933,40,12.69833714134348,432.13391266212216
Avoine,Céréales,337.5316199549333,21,69,0,2,1,1,6,0,18.721236312828257,62,17.960231019875096,47.82857720543303
Oignon,Légumes,394.023973156317,1,84,0,0,2,1,5,1,15.068395340861645,66,19.106592663374858,1259.8822465735261
Fraise,Fruits,203.74159294236236,3,33,1,3,0,1,5,2,23.39286273186152,71,17.74747807483417,826.821465010395
Salades,Légumes,58.762310000684366,21,46,0,0,2,0,3,3,26.03405109292974,50,16.643998700120893,98.3939415023856
Banane,Fruits,197.07410797042414,7,36,0,3,3,1,7,2,13.365395133148208,45,17.61151263805849,2631.708916643305
Tomates,Légumes,23.678617084815418,0,37,0,2,1,0,2,0,27.472157999583104,68,32.332154065194594,133.1472732714314
Framboise,Fruits,39.9954054544814,0,79,0,1,0,1,3,2,25.10150074458448,54,16.65600596152745,99.5721120175736
Tomates,Légumes,53.443991960968624,3,61,0,6,3,1,8,3,27.24845826010854,72,33.597958113047454,362.6327003126513
Pomme,Fruits,446.3831285042435,7,17,0,4,2,0,5,2,23.53626255638955,60,41.6517083150638,4732.505516412958
Pêche,Fruits,88.86923087465385,10,35,0,2,3,0,5,1,20.544687015890176,65,32.72533133986626,717.2976893604674
Pêche,Fruits,388.0509826616072,0,19,0,1,0,0,5,2,25.27047192688844,62,16.62573947727797,3120.455432630582
Blé,Céréales,158.99514218845323,14,12,0,4,1,0,7,2,27.124826703864276,83,18.35776196064967,42.84969099950568
Rosier,Ornementales,439.64514319137106,0,29,0,2,1,1,6,0,14.896130805552701,75,21.447878876042413,2218.107882139458
Tomates,Légumes,218.37603119520267,0,47,1,1,2,0,3,3,23.23048047726481,65,19.227406346676485,1667.545850675475
Tulipe,Ornementales,244.71826353299738,0,23,1,3,3,1,4,1,18.467405032136963,77,12.212939702945253,1585.1233706254784
Orange,Fruits,258.4371876377338,7,45,2,4,3,0,7,0,26.884783392599477,40,14.98695671649712,3549.59333793367
Oignon,Légumes,228.49091518353288,0,82,2,4,2,1,7,0,19.063033532457876,54,12.059648133249304,649.4935763552758
Lentille,Légumes,486.1863909276757,21,35,0,5,3,0,4,1,31.758953962492715,44,33.82770911417769,73.27893388712621
Jasmin,Ornementales,128.57474382121643,0,13,4,6,1,1,4,2,21.855629238039597,59,22.8773547176432,177.5350623228224
Tulipe,Ornementales,295.7223892336055,1,59,1,7,3,0,4,1,15.844429377163543,87,21.542629471417097,2614.3015386600273
Fraise,Fruits,379.35534058908127,2,40,0,8,2,0,3,0,21.898664065811086,80,22.901344984230278,1396.173763914972
Maïs,Céréales,253.52922480541267,0,33,0,3,2,1,4,0,21.323367678722274,74,21.740522400420446,283.10276903197786
Avoine,Céréales,484.76165620043525,0,45,0,2,1,0,3,1,24.347344980440393,45,3.4173123695600225,149.91169705908578
Oignon,Légumes,433.87449075148567,0,19,1,5,1,0,7,2,23.827774204110057,66,11.35040505916587,1431.4274348823078
Laurier-rose,Ornementales,372.3012639925842,21,85,0,3,3,1,4,2,23.111492716216446,28,6.8987034527643765,539.3200066228928
Rosier,Ornementales,461.2757645122866,0,53,0,3,5,0,7,2,12.195122514953365,64,16.157771499530206,2069.7578543574677
Avoine,Céréales,141.29943428645038,3,35,0,3,2,1,1,0,24.125888916359713,20,28.70062154826467,44.24619127196637
Carottes,Légumes,108.83410367723694,7,32,0,3,0,0,5,0,19.01152103501011,88,21.05860153171141,347.04847126617415
Avoine,Céréales,475.5192117513375,10,10,0,4,0,0,12,1,27.35385092637727,80,34.512867044703505,95.40228171329332
Laurier-rose,Ornementales,282.8637448249921,0,38,0,5,1,0,5,2,26.824578352992692,67,38.25576142928496,907.1317414191219
Riz,Céréales,97.36453684089446,0,74,0,2,4,1,3,1,13.490139431238603,95,7.461914837548671,50.53233748915292
Rosier,Ornementales,70.39918643502648,0,42,1,3,1,0,0,3,21.960566512171834,63,13.420781990167082,384.07147035628964
Oignon,Légumes,390.34639331909204,1,21,1,2,3,3,4,1,26.63610110819279,54,5.048559524232932,865.8789255971318
Rosier,Ornementales,356.7088883882099,0,51,0,3,0,0,5,0,18.89567525389976,44,20.127624786535247,1887.716130989056
Riz,Céréales,450.0495313119343,0,69,2,4,0,1,6,2,9.370090324972466,36,30.2128776393746,205.35330012951403
Framboise,Fruits,404.54332993367234,5,20,0,3,2,0,4,2,17.06471388121902,63,10.212726372534963,634.7804707670527
Tulipe,Ornementales,116.30131376823988,3,31,0,5,2,0,3,0,24.697102873912502,54,13.298692586727132,916.9284087784224
Lentille,Légumes,33.28936746676132,10,64,1,4,2,1,6,1,16.938723596562955,31,17.573758274686522,8.366906918206965
Lentille,Légumes,339.00341804130835,3,71,0,8,0,0,3,5,25.11106991288012,43,9.319035583415614,81.61714670771917
Tomates,Légumes,457.3291804282006,0,19,0,7,2,0,1,0,20.268432029883698,49,5.268994273643472,3849.321267084164
Orange,Fruits,25.438276683721586,0,77,0,6,1,0,4,1,19.66139302313707,79,30.841560234108645,422.4633283126231
Tulipe,Ornementales,168.41187413058586,7,35,1,3,5,0,4,4,30.185697722213533,52,36.21806928308817,952.4372450465812
Lentille,Légumes,15.707164131184035,0,36,0,2,2,0,7,1,32.45998076794746,69,12.364023423720639,3.0902477346480874
Jasmin,Ornementales,326.13864077648185,0,85,0,6,4,0,3,0,31.439112440555636,73,36.23712195558287,642.5163315332595
Framboise,Fruits,326.54968705219574,0,47,1,0,1,1,3,2,17.72113299372539,49,20.453068234847425,781.5780872978069
Pêche,Fruits,395.9022652797965,10,55,1,6,2,0,6,0,26.871991076711048,52,9.310788130907078,4326.962463534741
Jasmin,Ornementales,269.86173449200356,3,65,0,4,2,0,4,2,25.72277415787537,20,46.52291687986943,360.06794951567815
Laurier-rose,Ornementales,373.24032030366016,0,22,0,5,4,0,4,3,21.099057775052117,67,26.91037402778326,1039.2108529428435
Fraise,Fruits,272.2674068932411,0,54,0,2,1,0,5,1,16.236963552726852,59,13.193311227501571,729.0228290261331
Fraise,Fruits,409.3574931775161,2,50,0,8,2,1,2,0,33.37573179908984,81,18.805592284565023,1563.5764427331633
Riz,Céréales,292.67254110187565,0,10,1,1,0,0,4,1,19.97018069536017,85,21.714891734295275,190.68488701471446
Maïs,Céréales,226.01469080055995,0,15,0,4,2,0,2,1,18.72944893380532,83,5.377410918987733,239.14465326682787
Tulipe,Ornementales,77.45471604578803,10,57,1,4,1,0,3,0,19.345176818799978,59,12.381886174403478,444.6258544292273
Framboise,Fruits,468.3584525863758,2,42,0,4,1,1,6,1,17.98331934083496,72,27.104351789845953,1401.991125533701
Tulipe,Ornementales,64.4155346382544,14,13,0,2,1,0,3,0,23.188234961444397,93,20.638070924137487,323.7940555366644
Jasmin,Ornementales,390.2796480881066,0,22,1,3,0,0,5,1,23.937714394281024,51,18.380051440121573,697.0950358553605
Tomates,Légumes,392.00748944172017,0,26,0,4,0,0,7,0,16.754563734097786,59,26.660681903110564,3491.606138646931
Oignon,Légumes,37.03714383818476,0,53,0,7,1,1,3,4,34.798130619695264,31,4.14865092077706,136.56982246737113
Laurier-rose,Ornementales,456.095301716413,0,21,0,4,2,0,4,2,23.466757595607795,67,11.843137098366297,1258.9502770092338
Jasmin,Ornementales,447.88960845699097,0,73,1,7,4,0,2,1,22.846220713441312,53,9.79593243911189,734.9860078257532
Carottes,Légumes,59.14642891763374,0,50,0,2,6,1,5,0,21.87906846983301,56,4.2833608822691165,218.88226262040433
Lentille,Légumes,232.22724361648005,0,60,1,6,2,1,3,1,21.382580972104176,82,23.731524734524122,59.704791968313586
Blé,Céréales,479.06384550541037,21,66,1,3,0,0,5,0,11.183725497803039,63,13.683768800580491,89.40964539334406
Blé,Céréales,462.7134125922783,0,65,0,2,4,0,3,1,18.65878884851737,43,16.042517539411353,184.95624353887166
Oignon,Légumes,472.98562479300807,3,13,0,1,4,2,5,0,7.839768888021823,61,12.901306725465737,959.475789034113
Maïs,Céréales,63.10387341554234,3,36,0,3,2,0,6,0,13.067433727394492,40,16.882739870448887,63.01648566566746
Fraise,Fruits,170.67097238293303,7,36,0,3,1,0,5,1,21.99636430135085,60,3.9764473305883534,768.703707306061
Blé,Céréales,144.46992218491417,5,43,0,1,1,0,4,1,21.051550872922597,57,18.90760658753003,44.939735762981215
Lentille,Légumes,258.02773538993995,14,13,2,4,5,0,4,0,10.988309215383325,75,13.892440935411887,39.952673258676526
Salades,Légumes,471.1936027229129,0,26,0,1,1,0,3,3,19.193857440562134,86,6.117866634546626,1423.515993330006
Lentille,Légumes,70.64641840139997,7,85,1,2,3,0,3,0,11.586774919847244,55,25.006882514832192,13.847900570820187
Fraise,Fruits,118.92373669336352,0,60,0,5,3,0,4,0,26.134340901842865,45,16.424033716702287,427.7051568463197
Fraise,Fruits,292.9030724573244,21,31,1,0,1,0,4,2,20.643849909524643,35,13.740537884930276,705.6949793876704
Salades,Légumes,147.25074006569952,0,14,0,3,0,0,9,0,24.515647980401553,59,7.831314066062378,405.955555506469
Avoine,Céréales,170.25930209416703,10,69,0,1,2,0,4,0,31.924600621501675,27,35.64814611871661,40.88385350392203
Blé,Céréales,281.7021738603847,10,37,2,3,1,0,3,0,29.18388840572334,42,27.031597458613295,108.7789969637127
Tomates,Légumes,128.98139563861656,0,21,0,2,1,0,0,1,21.565150743195993,47,22.79707408384963,1042.8226709328158
Tomates,Légumes,335.0706786832263,7,88,1,4,3,1,5,1,31.15672485264814,36,14.146376953969927,1954.6129423391387
Jasmin,Ornementales,185.2410559590178,14,47,1,1,1,1,2,1,21.56955647566156,56,15.555690253154548,272.1031696508735
Jasmin,Ornementales,64.13825177791674,10,61,0,2,0,1,4,2,24.581652210584295,37,18.56973730217091,76.56106191312207
Pomme de terre,Légumes,86.60194965827833,14,57,1,5,1,0,3,1,15.389320680551085,60,28.478518564904252,292.38107431499145
Fraise,Fruits,72.31575972319091,0,36,1,5,2,0,3,1,18.77945140085719,44,2.590851162432571,306.88251725181203
Orange,Fruits,183.77520578777802,14,69,1,6,0,1,8,0,31.393388920548716,63,20.166811788807713,2350.4012567274817
Oignon,Légumes,495.63578999156647,0,27,0,1,2,1,2,2,18.508470328285867,96,17.599828481832272,1348.4438953680071
Blé,Céréales,27.35863804719317,3,37,1,2,0,0,3,1,19.886589286032045,62,23.124429420780668,11.098456179501614
Salades,Légumes,478.47604577740924,7,73,0,3,1,0,6,4,17.462005475838172,57,15.773918801123427,1295.079847949884
Tomates,Légumes,179.3290324589137,0,10,1,3,3,0,9,3,29.24071064340589,57,16.11767707517464,1101.7558476486977
Salades,Légumes,92.72271741110286,2,20,1,4,1,0,4,0,17.701111659276766,55,21.330065819880996,291.4100274166546
Avoine,Céréales,488.32576548539834,2,11,1,5,3,1,4,2,37.351070998626675,54,5.722128320202092,116.01730249939362
Pomme de terre,Légumes,124.45949458170402,21,71,3,4,2,0,4,0,17.992701101274445,68,16.088647492303416,270.8370341632884
Pomme de terre,Légumes,395.0816406742045,0,49,0,2,0,0,4,1,21.65986511541537,78,32.59338476211987,1686.211777523929
Orange,Fruits,11.387356577331277,21,82,0,2,3,0,3,1,25.72429438431843,48,8.640380758909423,120.73821756870714
Fraise,Fruits,471.24961106461,0,25,0,1,1,1,6,0,17.444609472940286,63,35.494199537397776,1448.093955141827
Tulipe,Ornementales,55.62225464278116,21,45,0,1,3,0,5,1,16.055917886944965,40,22.483385337657694,314.5500113523735
Banane,Fruits,74.05984079581273,0,80,2,2,2,0,9,2,22.450211573449053,65,10.347100471806534,1473.1818046754877
Avoine,Céréales,244.73241200936536,0,51,0,3,7,0,5,1,29.30840242029225,58,10.883207126531305,67.59755587857256
Blé,Céréales,389.9551234058275,0,76,0,1,1,0,3,1,21.970805690672243,75,34.707454654887904,138.3530256784057
Tulipe,Ornementales,324.9694719103854,0,32,0,2,1,1,6,1,12.311804283827202,36,13.722346770875895,2489.836968878462
Laurier-rose,Ornementales,451.8282488803464,0,56,1,3,1,0,4,1,25.63995470775572,57,28.15214056987588,1239.7796797115593
Tomates,Légumes,71.04501579932341,0,19,0,5,0,0,6,1,14.917085062448601,58,30.56972265180935,576.2496021290676
Banane,Fruits,51.63052707738934,5,30,0,2,1,1,6,1,17.909121608107434,57,10.898169348076001,799.3095575208127
Lentille,Légumes,269.2821460503568,0,75,0,3,1,0,11,2,27.24745617808234,58,40.99829509762432,72.0829197494809
Framboise,Fruits,158.98193851230656,7,51,0,3,3,1,10,0,14.750945885912987,79,9.916406286574599,365.14885524729993
Oignon,Légumes,416.6870562058379,0,36,0,0,2,0,2,0,29.019301687452696,46,22.645252401082544,1104.5819330537324
Salades,Légumes,432.080672280745,0,70,0,1,2,1,2,1,20.69355905940106,77,2.6186855561571853,1340.0636978257487
Maïs,Céréales,189.36154004771055,0,47,0,5,2,0,6,0,16.50924210533875,73,18.981777827105986,155.09840569385292
Orange,Fruits,201.49425452408894,5,46,0,3,2,0,6,0,16.718011762999826,76,32.62949985770696,3435.2260826194233
Pomme,Fruits,195.08853343441567,0,58,0,5,2,0,3,2,25.09820464153105,75,31.091266896484484,2431.6550400870733
Lentille,Légumes,346.4071138738114,0,64,0,4,0,0,5,3,28.13022167032068,59,2.3458536158996885,73.87778330776294
Lentille,Légumes,283.18876403353687,0,59,1,4,2,0,6,1,14.10062907974752,48,27.07559752545986,77.60383671606888
Pomme de terre,Légumes,448.2872977008772,1,29,1,4,2,1,2,0,26.69635400127502,64,26.638012949911666,1644.2846577512807
Blé,Céréales,94.86364635356063,10,70,0,1,1,0,5,1,18.27108751169137,50,26.422474222337904,33.13917814567207
Framboise,Fruits,489.38728854628266,0,89,0,2,2,0,7,0,22.038283941967293,62,22.346580656349264,1184.542102692956
Pêche,Fruits,218.643180129683,0,74,1,3,4,2,7,0,24.007914267791847,53,5.669089931963374,3505.2062487197363
Avoine,Céréales,79.17138984351803,0,49,0,2,3,1,3,1,27.381018879135297,58,36.991394429299575,21.77576934754475
Tomates,Légumes,414.1398617821551,0,57,0,0,2,0,5,0,23.988557073200212,43,14.421265559297296,3396.204446804459
Laurier-rose,Ornementales,215.2869884175815,5,50,0,4,2,0,1,1,32.576360306375655,26,31.93723498977102,501.750933990339
Blé,Céréales,192.52806595786336,0,19,0,4,1,0,6,0,25.84466570264801,65,20.309308673347267,72.43852877867549
Fraise,Fruits,85.37850577556249,0,70,2,4,5,0,1,0,22.11552672205922,46,28.884685559080765,304.3045882802876
Oignon,Légumes,357.3433807446111,0,12,1,3,2,0,1,0,23.64180919069617,28,8.013542993092805,931.5790090186581
Lentille,Légumes,57.52361171172767,10,67,3,2,0,0,6,0,13.930601821597048,57,18.917115508715696,13.608868732540138
Banane,Fruits,373.27197639726757,1,37,2,6,1,0,3,2,31.607301422207275,67,18.835536927063355,9378.79202328193
Carottes,Légumes,228.47746200616547,14,73,0,2,1,0,4,1,27.283310400379182,55,32.45004953798362,659.3037733485946
Fraise,Fruits,260.61810523652116,1,84,0,1,1,1,3,1,8.01714426071501,31,23.826997541336045,970.7388521430631
Avoine,Céréales,253.43418858924147,1,34,0,2,4,0,2,1,25.079036738709426,57,7.9967848652070685,78.11944079432887
Maïs,Céréales,262.0048371055517,0,76,0,3,2,0,1,2,25.647932669029657,33,16.482420353114183,203.6739321729902
Jasmin,Ornementales,499.5560986108421,0,73,0,3,2,0,4,0,22.01982660450264,29,28.49254571307144,920.5070577692077
Salades,Légumes,429.11156468316057,0,57,0,2,6,0,1,1,17.856996025524627,100,15.668146464765702,1421.0571192857496
Carottes,Légumes,87.5153110627386,0,11,0,4,2,0,7,2,31.125840507889514,56,25.287676357096352,290.6751657734777
Tulipe,Ornementales,224.09967178357445,3,18,1,2,3,2,7,1,17.855860358352253,72,22.330702937267453,1456.496069624334
Maïs,Céréales,364.9718932982684,5,22,1,3,3,0,3,0,29.687517000570292,66,30.148294955930137,259.61573954860256
Laurier-rose,Ornementales,235.70039896210736,1,57,0,2,2,0,5,2,25.12368840459736,65,52.00242980517064,699.9374006190718
Pomme,Fruits,472.4826424082148,21,66,3,3,1,1,4,1,22.2628904315199,54,23.3807899071658,5252.347094150511
Framboise,Fruits,382.0320855131206,14,21,0,4,4,0,4,2,19.190613329613306,65,26.604852240267835,484.36244955018594
Pomme de terre,Légumes,23.68789519732499,5,69,0,5,2,0,4,2,20.55961560760957,47,10.828511221685709,75.13673287473624
Rosier,Ornementales,288.24596196723655,10,39,1,3,3,0,1,2,18.970572622289254,60,30.98127467403435,904.8411193343778
Jasmin,Ornementales,247.88369583646366,21,50,0,3,3,0,1,1,25.97355925462242,71,19.985331064611916,298.43273843804945
Rosier,Ornementales,130.05617467236158,0,72,0,4,3,0,6,1,27.22714548468722,86,30.690395916289454,722.5619105176927
Banane,Fruits,312.7973075021446,0,32,0,3,1,0,2,4,23.018670776278594,61,22.27172170575481,4768.391145366366
Laurier-rose,Ornementales,107.48127031415389,0,27,1,4,2,0,0,0,23.588536666413464,52,10.14022739510812,370.9214089968844
Oignon,Légumes,364.3840559291541,21,89,1,1,1,0,6,2,13.201729267531178,45,32.33493548245991,595.4529635078153
Pomme de terre,Légumes,121.62438750029884,0,21,3,2,2,1,6,3,19.074335765098606,90,17.479862567026483,465.45134335385734
Avoine,Céréales,376.97561937943044,0,82,2,1,2,0,6,0,15.429063520523016,59,8.564985927089037,121.51460867513804
Maïs,Céréales,71.73442967788282,2,23,1,3,1,0,3,2,8.324009651446676,31,18.38332344213053,61.328417564988776
Avoine,Céréales,401.4298408535224,5,19,0,5,2,1,2,1,21.684835787660965,52,17.29482068613623,90.88662398371659
Jasmin,Ornementales,433.5255658307302,0,18,0,3,1,2,6,0,31.66716361261733,63,10.623092607331232,646.1223475109879
Carottes,Légumes,131.98480115412696,1,11,0,2,3,0,6,1,24.72567672312711,64,27.112469185631433,251.80296977465684
Riz,Céréales,163.43214024804692,7,33,2,3,2,0,3,1,24.973529533797503,65,27.222251549233615,76.66992171659159
Pomme,Fruits,392.46915234355293,5,37,0,5,1,1,4,0,27.956753952726306,46,0.0,5445.70657093584
Riz,Céréales,350.56114802313635,0,77,1,1,1,0,9,0,15.435142470218107,69,32.266669766367414,255.74698522518435
Jasmin,Ornementales,368.7428115686057,2,21,1,2,4,0,3,1,24.120995730674707,79,20.804756133895673,668.3518097450423
Tomates,Légumes,139.58889299050293,1,80,0,3,2,0,4,4,27.3227584328534,42,20.63155368043194,1293.4234287441836
